장례식장명,항목,호실/상세,가격(만원)
"별그리다(사담재)","안치료","안치실(냉장실) 사용료(시간당)",0.3
"별그리다(사담재)","염습료","심야 25%할증",40
"보람김해장례식장","장례식장 임대료","분향실/접객실/유족휴개실/샤워실/시간",90
"보람김해장례식장","장례식장 임대료","분향실/접객실/유족휴개실/샤워실/시간",110
"보람김해장례식장","장례식장 임대료","분향실/접객실/유족휴개실/샤워실/시간",50
"보람김해장례식장","장례식장 임대료","분향실/접객실/유족휴개실/샤워실/시간",30
"보람김해장례식장","장례식장 임대료","분향실/접객실/유족휴개실/샤워실/시간",70
"보람김해장례식장","장례식장 임대료","분향실/접객실/유족휴개실/샤워실/시간",160
"보람김해장례식장","안치료","시신 안치료",10
"보람상조개발(주)양산부산대병원장례식장","장례식장 임대료","1실 120평형 / 24시간 기준(1",105
"보람상조개발(주)양산부산대병원장례식장","장례식장 임대료","1실 80평형 / 24시간 기준(60",60
"보람상조개발(주)양산부산대병원장례식장","장례식장 임대료","1실 120평형 / 24시간 기준(1",105
"보람상조개발(주)양산부산대병원장례식장","장례식장 임대료","1실 120평형 / 24시간 기준(1",105
"보람상조개발(주)양산부산대병원장례식장","장례식장 임대료","1실 85평형 / 24시간 기준(60",60
"보람상조개발(주)양산부산대병원장례식장","장례식장 임대료","1실 85평형 / 24시간 기준(60",60
"보람상조개발(주)양산부산대병원장례식장","장례식장 임대료","1실 85평형 / 24시간 기준(60",60
"보람상조개발(주)양산부산대병원장례식장","장례식장 임대료","1실 85평형 / 24시간 기준(60",60
"보람상조개발(주)양산부산대병원장례식장","장례식장 임대료","1회",20
"보람상조개발(주)양산부산대병원장례식장","안치료","1실 / 24시간 (의료실비1급 해당",10
"보람상조개발(주)양산부산대병원장례식장","염습료","장례지도사 2명",30
"보람상조라이프(주)천안국빈장례식장","장례식장 임대료","100 평형",3.5
"보람상조라이프(주)천안국빈장례식장","장례식장 임대료","130 평형",5
"보람상조라이프(주)천안국빈장례식장","장례식장 임대료","100 평형",3.5
"보람상조라이프(주)천안국빈장례식장","장례식장 임대료","160 평형",6
"보람상조라이프(주)천안국빈장례식장","장례식장 임대료","130 평형",5
"보람상조라이프(주)천안국빈장례식장","장례식장 임대료","160 평형",6
"보람상조라이프(주)천안국빈장례식장","장례식장 임대료","1회",20
"보람상조라이프(주)천안국빈장례식장","안치료","1회",30
"보람상조라이프(주)천안국빈장례식장","안치료","8 평형",0.5
"보람상조라이프(주)천안국빈장례식장","염습료","2인",30
"보람상조라이프(주)천안국빈장례식장","염습료","2인",20
"보람의정부장례식장","장례식장 임대료","1시간",11.9
"보람의정부장례식장","장례식장 임대료","1시간",10.8
"보람의정부장례식장","장례식장 임대료","1시간",5
"보람의정부장례식장","장례식장 임대료","1시간",1.8
"보람의정부장례식장","장례식장 임대료","1시간",7.9
"보람의정부장례식장","안치료","종교단체상조회가족입관시",30
"보람의정부장례식장","염습료","인건비",40
"보람의정부장례식장","염습료","인건비",30
"보람의정부장례식장","염습료","인건비",10
"보람인천장례식장","장례식장 임대료","분향실/접객실/유족휴게실/샤워실-1일",62.4
"보람인천장례식장","장례식장 임대료","분향실/접객실/유족휴게실/샤워실-1일",144
"보람인천장례식장","장례식장 임대료","분향실/접객실/유족휴게실/샤워실-1일",98.4
"보람인천장례식장","장례식장 임대료","분향실/접객실/유족휴게실/샤워실-1일",98.4
"보람인천장례식장","장례식장 임대료","분향실/접객실/유족휴게실/샤워실-1일",120
"보람인천장례식장","안치료","안치실-1일(24시간)",12
"보람인천장례식장","염습료","입관실 사용료",30
"보람인천장례식장","염습료","2인 1조- 1회",30
"보람인천장례식장","염습료","2인 1조- 1회",30
"보람인천장례식장","염습료","2인 1조",15
"보성아산병원장례식장","염습료","1인당",25
"보성아산병원장례식장","염습료","고인 운구 수시초비/인당",5
"보성우리장례식장","장례식장 임대료","1일",20
"보성우리장례식장","장례식장 임대료","1일",30
"보성우리장례식장","안치료","1일",6
"보성우리장례식장","염습료","2인1조",25
"보성장례식장","장례식장 임대료","1 일",30
"보성장례식장","장례식장 임대료","1 일",15
"보은농협장례식장","장례식장 임대료","1일 78제곱미터",60
"보은농협장례식장","장례식장 임대료","1일 100제곱미터",72
"보은농협장례식장","안치료","1일",10
"보은농협장례식장","염습료","2인1조",25
"보은농협장례식장","염습료","1회",10
"보은성모병원장례식장","염습료","2인1조",20
"보은요양병원장례식장","장례식장 임대료","1시간 당",1
"보은요양병원장례식장","장례식장 임대료","1시간 당",1.5
"보은요양병원장례식장","장례식장 임대료","1시간 당",2
"보은요양병원장례식장","장례식장 임대료","1시간 당",1.5
"보은요양병원장례식장","안치료","1시간 당",0.5
"보은요양병원장례식장","염습료","대렴",20
"보은요양병원장례식장","염습료","소렴",10
"보은장례식장","염습료","2인1조 (무료)",20
"보정장례식장","장례식장 임대료","80평(1일)",66
"보정장례식장","장례식장 임대료","100평(1일)",78
"보정장례식장","장례식장 임대료","160평(1일)",96
"보정장례식장","안치료","1일",9
"보정장례식장","염습료","1회",50
"보정장례식장","염습료","1회",30
"보정장례식장","염습료","1회",40
"보정장례식장","염습료","1회",15
"복음병원장례식장","장례식장 임대료","1일 사용료",50
"복음병원장례식장","장례식장 임대료","1일사용료",80
"복음병원장례식장","장례식장 임대료","1일사용료",60
"복음병원장례식장","장례식장 임대료","1일사용료",50
"복음병원장례식장","장례식장 임대료","1회 사용료",20
"복음병원장례식장","안치료","1일 사용료",14
"복음병원장례식장","염습료","1회사용료",25
"복음병원장례식장","염습료","1회 사용료",35
"복지장례문화원","장례식장 임대료","65평형 / 1일 / 접객실분향실상주",84
"복지장례문화원","장례식장 임대료","150평형 / 1일 / 접객실분향실상",151.2
"복지장례문화원","장례식장 임대료","70평형 / 1일 / 접객실분향실상주",91.2
"복지장례문화원","장례식장 임대료","40평형 / 1일 / 접객실분향실상주",52.8
"복지장례문화원","장례식장 임대료","80평형 / 1일 / 접객실분향실상주",108
"복지장례문화원","장례식장 임대료","70평형 / 1일 / 접객실분향실상주",91.2
"복지장례문화원","장례식장 임대료","40평형 / 1일 / 접객실분향실상주",52.8
"복지장례문화원","안치료","1시간 4200원",10.1
"복지장례문화원","염습료","염습시 발생된 폐기물 처리비용",5
"복지장례문화원","염습료","가족입관 또는 상조회입관 시",40
"복지장례문화원","염습료","2인 1조(인건비)",40
"복지장례문화원","염습료","2인 1조(인건비)",20
"봉담장례문화원","장례식장 임대료","1실 / 24시간기준",29
"봉담장례문화원","장례식장 임대료","1실 / 24시간기준",78
"봉담장례문화원","장례식장 임대료","1실 / 24시간기준",88
"봉담장례문화원","장례식장 임대료","1실 / 24시간기준",108
"봉담장례문화원","장례식장 임대료","1실 / 24시간기준",108
"봉담장례문화원","장례식장 임대료","1실 / 24시간기준",98
"봉담장례문화원","안치료","1일 / 24시간기준",12
"봉담장례문화원","염습료","1회 1구당",30
"봉담장례문화원","염습료","1회 1구당",40
"봉담장례문화원","염습료","1회 1구당",30
"봉담장례문화원","염습료","1회",40
"봉담장례문화원","염습료","1회 1구당",10
"봉동호스피스장례식장","장례식장 임대료","1실/3일간",180
"봉동호스피스장례식장","장례식장 임대료","1실/3일간",140
"봉동호스피스장례식장","장례식장 임대료","1실/3일간",120
"봉동호스피스장례식장","장례식장 임대료","1실/3일간",70
"봉동호스피스장례식장","장례식장 임대료","1회",30
"봉동호스피스장례식장","안치료","1일",8
"봉동호스피스장례식장","염습료",".",30
"봉동호스피스장례식장","염습료",".",15
"봉생병원장례식장","장례식장 임대료","3호 (1일은 12시간부터 24시까지",30
"봉생병원장례식장","장례식장 임대료","2호 (1일은 12시간부터 24시까지",50
"봉생병원장례식장","장례식장 임대료","1호 (1일은 12시간부터 24시까지",60
"봉생병원장례식장","장례식장 임대료","1구기준",20
"봉생병원장례식장","안치료","1일은 12시간부터 24시까지 기준",10
"봉생병원장례식장","염습료","고인 1구 기준",25
"봉생병원장례식장","염습료","고인  1구 기준",10
"봉화군산림조합장례식장","장례식장 임대료","153m2",46
"봉화군산림조합장례식장","장례식장 임대료","153m2",3.8
"봉화군산림조합장례식장","장례식장 임대료","130.9m2",42
"봉화군산림조합장례식장","장례식장 임대료","130.9m2",3.5
"봉화군산림조합장례식장","장례식장 임대료","200.7m2",62.4
