장례식장명,항목,품종,품명,세부내용,가격(원),가격(만원)
"구미제일요양병원장례식장","염습/입관","특수","사고사사망자","1회",350000,35
"구미제일요양병원장례식장","수시/초염","일반","일반사망자","1회",70000,7
"구미제일요양병원장례식장","수시/초염","특수","사고사등사망자","1회",150000,15
"구미천사요양병원장례식장","시설임대료","빈소+접객실","국화실","132m2(24시간)",600000,60
"구미천사요양병원장례식장","시설임대료","빈소+접객실","VIP실","231m2(24시간)",800000,80
"구미천사요양병원장례식장","시설임대료","빈소+접객실","목화실","132m2(24시간)",500000,50
"구미천사요양병원장례식장","시설임대료","염습실/입관실","염습실사용료","직영",250000,25
"구미천사요양병원장례식장","시설임대료","염습실/입관실","염습실사용료","상조",300000,30
"구미천사요양병원장례식장","안치실이용료","일반","안치실","1시간",4000,0.4
"구미천사요양병원장례식장","염습/입관","일반","염습비","일반사망자 (주간)",200000,20
"구미천사요양병원장례식장","염습/입관","일반","염습비","일반사망자 (야간)",300000,30
"구미천사요양병원장례식장","염습/입관","특수","염습비","사고사망자 (야간)",500000,50
"구미천사요양병원장례식장","염습/입관","특수","염습비","사고사망자 (주간)",400000,40
"구미천사요양병원장례식장","수시/초염","일반","흡수시트","1 건",100000,10
"구미천사요양병원장례식장","수시/초염","일반","수시비","1 회",100000,10
"구미푸른요양병원장례식장","시설임대료","빈소+접객실","특실","약 50평",672000,67.2
"구미푸른요양병원장례식장","시설임대료","빈소+접객실","1호실","약 30평",528000,52.8
"구미푸른요양병원장례식장","시설임대료","빈소+접객실","VIP 실","약 70평",840000,84
"구미푸른요양병원장례식장","시설임대료","염습실/입관실","입관실 사용료","1회",300000,30
"구미푸른요양병원장례식장","시설임대료","염습실/입관실","발인실 사용료","1회",100000,10
"구미푸른요양병원장례식장","안치실이용료","일반","고인 안치료","1일",96000,9.6
"구병원장례식장","시설임대료","빈소+접객실","3분향실","1일/24시간기준 시간당 23.000",552000,55.2
"구병원장례식장","시설임대료","빈소+접객실","2분향실","1일/24시간기준  시간당 32.000",768000,76.8
"구병원장례식장","시설임대료","빈소+접객실","1분향실","1일/24시간기준 시간당 35.000",840000,84
"구병원장례식장","시설임대료","염습실/입관실","입관실 사용료","1구당 1회",250000,25
"구병원장례식장","안치실이용료","일반","안치실","1일 안치료",96000,9.6
"구병원장례식장","염습/입관","일반","특수염습료","1구당 1회",400000,40
"구병원장례식장","염습/입관","일반","일반염습료","1구당 1회",300000,30
"구병원장례식장","수시/초염","일반","일반사 수시비","1구당",100000,10
"구호전장례식장","시설임대료","빈소+접객실","분향 접객실 사용료","1일/ 수용인원 약250명 (201호)",1600000,160
"구호전장례식장","시설임대료","빈소+접객실","분향 접객실 사용료","1일/ 수용인원 약120명 (302호)",800000,80
"구호전장례식장","시설임대료","빈소+접객실","분향 접객실 사용료","1일/ 수용인원 약140명 (101호)",1200000,120
"구호전장례식장","시설임대료","빈소+접객실","분향 접객실 사용료","1일/ 수용인원 약120명 (402호)",800000,80
"구호전장례식장","시설임대료","빈소+접객실","분향 접객실 사용료","1일/ 수용인원 약130명 (401호)",1000000,100
"구호전장례식장","시설임대료","빈소+접객실","분향 접객실 사용료","1일/ 수용인원 약130명 (301호)",1000000,100
"구호전장례식장","시설임대료","빈소+접객실","분향 접객실 사용료","1일/ 수용인원 약120명 (별관vip실)",1200000,120
"구호전장례식장","시설임대료","염습실/입관실","입관실 사용료","1회 기준",400000,40
"구호전장례식장","안치실이용료","일반","고인 안치 냉장고 사용료","1일/ 사용일 요금부과",150000,15
"구호전장례식장","염습/입관","일반","야간 염습료","1회/ 성인",400000,40
"구호전장례식장","염습/입관","일반","사고사 염습료","1회/ 봉합비 별도",400000,40
"구호전장례식장","염습/입관","일반","아동 염습료","1회/ 아동 (12세 미만)",200000,20
"구호전장례식장","염습/입관","일반","일반 염습료","1회/ 성인",400000,40
"구호전장례식장","수시/초염","일반","초렴비","1회",200000,20
"국립중앙의료원","시설임대료","빈소+접객실","장례식장 빈소 임대료(132㎡)","1일",672000,67.2
"국립중앙의료원","시설임대료","빈소+접객실","장례식장 빈소 임대료(특실)","1일",1080000,108
"국립중앙의료원","시설임대료","빈소+접객실","장례식장 빈소 임대료(66㎡)","1일",276000,27.6
"국립중앙의료원","시설임대료","빈소+접객실","장례식장 빈소 임대료(116㎡)","1일",564000,56.4
"국립중앙의료원","시설임대료","빈소+접객실","장례식장 빈소 임대료(181㎡)","1일",822000,82.2
"국립중앙의료원","시설임대료","빈소+접객실","장례식장 빈소 임대료(특실)","1일",936000,93.6
"국립중앙의료원","안치실이용료","일반","안치료","1일",60000,6
"국민건강보험공단일산병원장례식장","안치실이용료","일반","안치료","안치료 / 일",87840,8.8
"국민요양병원장례식장","시설임대료","빈소+접객실","빈소사용료(VIP실) - 120평","1일/24시간 기준",600000,60
"국민요양병원장례식장","시설임대료","빈소+접객실","빈소사용료(일반실) - 35평","1일/24시간 기준",350000,35
"국민요양병원장례식장","시설임대료","염습실/입관실","발인실 사용료","1회",100000,10
"국민요양병원장례식장","시설임대료","염습실/입관실","염습실 사용료","1회",200000,20
"국민요양병원장례식장","안치실이용료","일반","안치료","1일/24시간 기준",150000,15
"국민요양병원장례식장","염습/입관","일반","고인 염습","1명",150000,15
"국민장례식장","시설임대료","빈소+접객실","401호 (지상4층)","60평형(1시간 35000원)",840000,84
"국민장례식장","시설임대료","빈소+접객실","201호 (지상2층)","80평형(1시간 45000원)",1080000,108
"국민장례식장","시설임대료","빈소+접객실","202호 (지상2층)","50평형(1시간 30000원)",720000,72
"국민장례식장","시설임대료","빈소+접객실","301호 (지상3층)","130평형(1시간 65000원)",1560000,156
"국민장례식장","시설임대료","빈소+접객실","402호 (지상4층)","70평형(1시간 40000원)",960000,96
"국민장례식장","시설임대료","빈소+접객실","501호 (지상5층)","40평형(1시간 25000원)",600000,60
"국민장례식장","시설임대료","염습실/입관실","입관실 사용료 (주간)","1회",400000,40
"국민장례식장","시설임대료","염습실/입관실","입관실 사용료 (야간)","1회",400000,40
"국민장례식장","안치실이용료","일반","안치실 사용료","1일 (1시간 6000원)",144000,14.4
"국민장례식장","수시/초염","일반","부속품","향균용매트/배게/탈지면/수시끈",130000,13
"국민장례식장","수시/초염","일반","고인 수시 염습비","1회",150000,15
"국민장례식장","수시/초염","특수","현장수습비(일반)","1회",300000,30
"국민장례식장","수시/초염","특수","현장수습비(변사)","1회",500000,50
"국민장례식장","수시/초염","특수","감염자용 지퍼백","감염자 지퍼백(코로나확진자 겸용) 1개",300000,30
"국제성모장례식장","시설임대료","빈소+접객실","빈소사용료(m²)","280",1200000,120
"국제성모장례식장","시설임대료","빈소+접객실","빈소사용료(m²)","132",552000,55.2
"국제성모장례식장","시설임대료","빈소+접객실","빈소사용료(m²)","247",1080000,108
"국제성모장례식장","시설임대료","빈소+접객실","빈소사용료(m²)","495",2280000,228
"국제성모장례식장","시설임대료","빈소+접객실","빈소사용료(m²)","760",3624000,362.4
"국제성모장례식장","시설임대료","빈소+접객실","빈소사용료(m²)","330",1512000,151.2
"국제성모장례식장","시설임대료","빈소+접객실","빈소사용료(m²)","231",960000,96
"국제성모장례식장","시설임대료","빈소+접객실","빈소사용료(m²)","198",792000,79.2
"국제성모장례식장","안치실이용료","일반","안치실 임대료","안치료",120000,12
"국제성모장례식장","염습/입관","일반","염습료","자가",400000,40
"국제성모장례식장","염습/입관","일반","염습료","야간",500000,50
"국제성모장례식장","염습/입관","일반","염습료","주간",400000,40
"국화원문경장례식장","시설임대료","빈소+접객실","특1실","빈소접객실(1일기준)",720000,72
"국화원문경장례식장","시설임대료","빈소+접객실","일반3실","빈소접객실(1일기준)",480000,48
"국화원문경장례식장","시설임대료","빈소+접객실","특2실","빈소접객실(1일기준)",600000,60
"국화원문경장례식장","시설임대료","빈소+접객실","vip실","빈소 접객실(1일기준)",840000,84
"국화원문경장례식장","시설임대료","염습실/입관실","발인실","영결식장(1회)",50000,5
"국화원문경장례식장","시설임대료","염습실/입관실","염습실사용료","1회/염습실및장비일체",300000,30
